_id,locationLongitude,locationCountry,merchantCategoryCode,description,type,merchantName,currencyAmount,locationRegion,source,locationCity,originationDateTime,locationPostalCode,customerId,merchantId,locationLatitude,id,locationStreet,accountId,categoryTags
ObjectId("5db4fa6bbf2b03355cd1bcb9"),,,3000,UNITED AIR 9868386896481,DepositAccountTransaction,United Airlines,351.95,,,,2019-10-09T00:00:00.001Z,,6dfc564f-9055-40be-8d6b-e3560a0bc319,6374443a-0dd1-4049-80a0-89668a261b5f,,6dfc564f-8f26a164-8878-4fb3-9757-c62f58eccd54,,a0b5b722-9f31-472d-821f-cb6f4117dcbd,"["Travel"]"
ObjectId("5db4fa6fbf2b03355cd1c4b0"),-79.511346949,CA,5814,WENDY'S #9679,CreditCardTransaction,Wendy's,4.67,ON,POS,York,2019-04-25T17:24:00Z,M9N 0A3,6ee90310-515d-4a71-8162-4b4886dd5b68,14fe1ab9-0b7b-4b6f-a3e9-f0c8cf80344f,43.700919831,6ee90310-01f1ec33-03f3-4cce-b7fe-c591406464be,2013 Lawrence Ave W,8e18aef8-02c5-4e31-9add-96daac1cccbc,"["Food and Dining"]"
ObjectId("5db4fa70bf2b03355cd1c6b8"),-79.4432380311,CA,5814,TIM HORTONS #498 _F,CreditCardTransaction,Tim Hortons,4.51,ON,POS,North York,2019-06-26T12:25:00Z,M3H 2S5,1edafb5d-9293-49ed-b63d-89396b11a8ce,6a8c81ef-05f0-45e1-b531-94537c5d0f0f,43.7548239067,1edafb5d-035b9a53-cf00-4fcd-82cb-f83cc8a67f92,680 Sheppard Ave W,4dda63bb-e95d-44d4-9ed0-a8aaeb92c49c,"["Food and Dining"]"
ObjectId("5db4fa72bf2b03355cd1cb0c"),,,5713,CDN TIRE STORE #78969,DepositAccountTransaction,Canadian Tire,911.55,,,,2019-08-06T00:00:00.001Z,,2429a4d6-3271-4df8-b726-3c14451c1be8,447d0f3e-1831-4916-9833-af43285eab0d,,2429a4d6-cc5cc938-115b-4f57-93c6-90b76393d990,,36593d2a-7f88-4a57-909b-617b2a6dac9c,"["Home"]"
ObjectId("5db4fa73bf2b03355cd1cbff"),-79.4885408612,CA,5814,TIM HORTONS #807 _F,CreditCardTransaction,Tim Hortons,4.58,ON,POS,North York,2019-05-30T10:02:00Z,M3J 3K6,9f025a73-fd64-44a8-8bcd-626f21bf46fe,6b36e2bc-8174-464d-8e0f-92437bac80f2,43.7642566537,9f025a73-023a457c-0ca3-4816-8255-9fbac9acdc2d,1280 Finch Ave W,df9d6b4e-d774-4379-be0b-011e3b039509,"["Food and Dining"]"
ObjectId("5db4fa75bf2b03355cd1cf49"),-79.4091210127,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,9.71,ON,POS,Toronto,2019-08-10T14:10:00Z,,d7635a6b-fd68-4da9-bae8-d689bf4c7b06,e6fdf779-cb10-4194-816c-e1fc0cf5c9de,43.7042116573,d7635a6b-0014f18d-7426-4733-ad7f-3019d233cdd7,333 Eglinton Ave W,d17389aa-bca7-4c3d-97eb-c2ca38d4726d,"["Shopping"]"
ObjectId("5db4fa75bf2b03355cd1cf4b"),-79.412600977,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,7.41,ON,POS,Toronto,2019-07-11T17:36:00Z,,d7635a6b-fd68-4da9-bae8-d689bf4c7b06,205cecb1-c740-4743-bd2f-d6eed2ab4db4,43.70439991,d7635a6b-011fa0d4-ff72-48cd-b1e4-db1e82181ea5,125 Burnaby Blvd,d17389aa-bca7-4c3d-97eb-c2ca38d4726d,"["Shopping"]"
ObjectId("5db4fa75bf2b03355cd1cf50"),-79.396305559,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,8.43,ON,POS,Toronto,2019-10-15T15:03:00Z,,d7635a6b-fd68-4da9-bae8-d689bf4c7b06,3146eba8-dd9b-41dc-b171-9048b1635ebb,43.706446674,d7635a6b-029e58be-ba76-4036-bbae-7226644a092a,75 Holly St,d17389aa-bca7-4c3d-97eb-c2ca38d4726d,"["Shopping"]"
ObjectId("5db4fa75bf2b03355cd1cf51"),-79.399409601,CA,5814,TIM HORTONS #164 _F,CreditCardTransaction,Tim Hortons,4.29,ON,POS,Toronto,2019-07-25T07:22:00Z,M4R 1K8,d7635a6b-fd68-4da9-bae8-d689bf4c7b06,951fd8e7-6471-4b80-9496-6f2e26fb177e,43.706730793,d7635a6b-02e183e3-c26f-425d-ad22-a92694caee8d,20 Eglinton Ave W,d17389aa-bca7-4c3d-97eb-c2ca38d4726d,"["Food and Dining"]"
ObjectId("5db4fa75bf2b03355cd1d143"),-79.4434089419,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,37.79,ON,POS,York,2019-07-04T09:20:00Z,,00bd894e-94b7-496e-80ba-5004f8589812,d79b68f9-4037-4c1f-b73b-d52029f9df3a,43.6969659662,00bd894e-536989f7-5177-470d-bb7d-e800c20a196c,1607 Eglinton Ave W,e26a0107-8551-4d8b-83cd-026e996429db,"["Shopping"]"
ObjectId("5db4fa76bf2b03355cd1d28a"),-79.2392394865,CA,5814,TIM HORTONS #319 _F,CreditCardTransaction,Tim Hortons,4.38,ON,POS,Scarborough,2019-07-05T19:23:00Z,M1J 2C8,bce1643a-6bf4-4c6a-bb70-017c34b526c7,e0842964-c8ac-495a-a4e4-a71e2367f943,43.7391393651,bce1643a-01dc448e-394d-487b-9abd-c62f2332d28e,2874 Eglinton Ave E,f005e9c4-f3a5-4cbf-93c0-203157623a5d,"["Food and Dining"]"
ObjectId("5db4fa76bf2b03355cd1d28b"),-79.2405019503,CA,5814,TIM HORTONS #865 _F,CreditCardTransaction,Tim Hortons,4.66,ON,POS,Scarborough,2019-08-01T15:37:00Z,M1J 2E3,bce1643a-6bf4-4c6a-bb70-017c34b526c7,65409d11-d788-4174-bf71-f12d7e5fd648,43.7379078038,bce1643a-030a3307-c8f6-4f6b-86a8-01261d480dfd,2871 Eglinton Ave E,f005e9c4-f3a5-4cbf-93c0-203157623a5d,"["Food and Dining"]"
ObjectId("5db4fa76bf2b03355cd1d28e"),-79.231548032,CA,5814,TIM HORTONS #429 _F,CreditCardTransaction,Tim Hortons,4.57,ON,POS,Scarborough,2019-10-04T18:17:00Z,M1M 1P2,bce1643a-6bf4-4c6a-bb70-017c34b526c7,9fa2da0d-a811-4ac1-985f-5d8cb717f3c1,43.726309101,bce1643a-07852607-ca79-402e-87d6-243d704ba48f,3090 Kingston Rd,f005e9c4-f3a5-4cbf-93c0-203157623a5d,"["Food and Dining"]"
ObjectId("5db4fa77bf2b03355cd1d3ff"),-79.5136801985,CA,5814,TIM HORTONS #949 _F,CreditCardTransaction,Tim Hortons,4.47,ON,POS,Etobicoke,2019-09-07T08:04:00Z,M8X 1C7,e93c500e-994c-407c-b7c1-1cc907a4c52c,cf3c3f95-dc0b-49d4-997d-c407acc9f68e,43.6465927845,e93c500e-01d39a78-3eb0-4886-9dc0-508d9b6be5a6,3071 Bloor St W,f3f786d3-7c3c-42df-9392-8357c579676a,"["Food and Dining"]"
ObjectId("5db4fa77bf2b03355cd1d400"),-79.5182265502,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,7.00,ON,POS,Etobicoke,2019-07-09T09:18:00Z,,e93c500e-994c-407c-b7c1-1cc907a4c52c,77953ebe-6123-4736-a84b-64d514570c69,43.6460552022,e93c500e-025464dd-373b-4596-beaf-c4f538dbe388,3220 Bloor St W,f3f786d3-7c3c-42df-9392-8357c579676a,"["Shopping"]"
ObjectId("5db4fa77bf2b03355cd1d401"),-79.511460225,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,7.27,ON,POS,Etobicoke,2019-10-08T14:31:00Z,,e93c500e-994c-407c-b7c1-1cc907a4c52c,3f92ba73-c45b-4b4b-9157-81807de26ee8,43.646816437,e93c500e-02b5a19f-bb97-4940-b4ee-79b63f0a8d72,934 Royal York Rd,f3f786d3-7c3c-42df-9392-8357c579676a,"["Shopping"]"
ObjectId("5db4fa77bf2b03355cd1d40f"),-79.51055156,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,7.00,ON,POS,Etobicoke,2019-10-19T14:07:00Z,,e93c500e-994c-407c-b7c1-1cc907a4c52c,8c921b2c-5666-488e-aadd-e242ce879399,43.648154351,e93c500e-0c9d3447-112c-4859-8d8c-d34ccafe173c,12 Willingdon Blvd,f3f786d3-7c3c-42df-9392-8357c579676a,"["Shopping"]"
ObjectId("5db4fa78bf2b03355cd1d56e"),-79.4265395803,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,15.38,ON,POS,Toronto,2019-05-26T13:00:00Z,,fba572a2-c4b5-482c-ac07-b270bbc6108f,330c5b48-7f63-43ab-a643-4ea5eca5ff4b,43.6818631726,fba572a2-168a8772-99d5-441d-a215-c6fe9eb73e14,700 St Clair Ave W,685904ef-a8cb-4dcf-b6be-449ce6c972e8,"["Shopping"]"
ObjectId("5db4fa79bf2b03355cd1d794"),-79.3075752393,CA,5541,PETROCAN #08898,CreditCardTransaction,Petro-Canada,35.23,ON,POS,Scarborough,2019-05-10T16:14:00Z,M1T 3K4,04a59ed0-c1b9-464c-832c-bfdafe9cb353,9f028b14-dff8-49ef-9b0c-1d738ecd4340,43.7793620256,04a59ed0-7768b92d-74f6-47c6-83ee-4ded4310f6d3,3400 Sheppard Ave E,0dd48521-d069-45f3-b23e-a05185581a8e,"["Auto and Transport"]"
ObjectId("5db4fa7fbf2b03355cd1e3cf"),-79.2567041893,CA,5814,TIM HORTONS #984 _F,CreditCardTransaction,Tim Hortons,4.62,ON,POS,Scarborough,2019-06-27T07:59:00Z,M1V 5P6,b8f59329-1e48-4150-9c9f-ea42382ddf44,66243cea-f5c3-4465-a8e0-26d369ebbd1e,43.834977324,b8f59329-00728281-a424-4070-960a-4e9be750a04d,5975 Steeles Ave E,de0fa565-73a6-4988-9b20-5601438fd103,"["Food and Dining"]"
ObjectId("5db4fa7fbf2b03355cd1e3d2"),-79.2668856741,CA,5814,TIM HORTONS #087 _F,CreditCardTransaction,Tim Hortons,4.68,ON,POS,Scarborough,2019-04-20T07:30:00Z,M1V 5P6,b8f59329-1e48-4150-9c9f-ea42382ddf44,ec0635bb-2eb1-4faa-986f-6c11e40e61e8,43.8326165587,b8f59329-0268384b-5606-4aea-b0e8-81808993d4a3,5641 Steeles Ave E,de0fa565-73a6-4988-9b20-5601438fd103,"["Food and Dining"]"
ObjectId("5db4fa82bf2b03355cd1eabc"),-79.1899014218,CA,5814,TIM HORTONS #529 _F,CreditCardTransaction,Tim Hortons,4.72,ON,POS,Scarborough,2019-10-09T17:03:00Z,M1B 5K7,291156e8-b6fc-4b89-a962-bb97c230f0d0,ba8718bb-809d-456e-bab6-5c7c91df2afb,43.8247271275,291156e8-04fc7fdb-a0c4-4124-a76c-6d9f801f39c5,361 Old Finch Ave,d1d7b345-5641-4698-a057-d7430f2ff469,"["Food and Dining"]"
ObjectId("5db4fa84bf2b03355cd1edb5"),-79.4110437776,CA,7997,GOODLIFE FITNESS,CreditCardTransaction,Goodlife Fitness,32.57,ON,POS,Toronto,2019-09-27T10:25:00Z,M6G 1A8,54e7a59d-3091-4d38-a9bb-b132be086c01,5190f618-20fa-4e2b-85df-5f5149c3f048,43.6555002987,54e7a59d-1224eea1-929f-47cc-9e01-c980d0460fb0,533 College St,1388ade3-5e0a-453f-9c23-bcc669606f06,"["Health and Fitness"]"
ObjectId("5db4fa85bf2b03355cd1f104"),-79.4491178751,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,11.57,ON,POS,North York,2019-06-18T13:06:00Z,,f1135c73-2aa3-4b5b-a344-8659a57132c6,b9d88649-f88d-429b-83de-ffd9d0f15f79,43.7353905717,f1135c73-0095bb49-fccc-4184-ad2a-15c02b6f6f5d,50 Wilson Heights Blvd,8ebc621b-01a1-481b-bcd0-3d057957aa7f,"["Shopping"]"
ObjectId("5db4fa8bbf2b03355cd1fc0a"),-79.3951290105,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,59.68,ON,POS,Toronto,2019-09-03T15:31:00Z,,c2ac6b74-5dbe-46c4-bf74-a04600b0c7f0,5dce04a9-b6ed-413f-ade5-ea208637bc20,43.6466442536,c2ac6b74-8bff5803-7a51-482c-b6f9-55ee52deefc1,105 Spadina Ave,eb4e561d-2e23-4ad1-b082-40441ae0b886,"["Shopping"]"
ObjectId("5db4fa8bbf2b03355cd1fc3a"),-79.3947341425,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,59.36,ON,POS,Toronto,2019-05-03T13:33:00Z,,c2ac6b74-5dbe-46c4-bf74-a04600b0c7f0,31c75f56-41e2-40f1-94fa-43bafaf29817,43.646743305,c2ac6b74-bb77c77c-2780-412b-b50e-351b0854ef30,363 Adelaide St W,eb4e561d-2e23-4ad1-b082-40441ae0b886,"["Shopping"]"
ObjectId("5db4fa8ebf2b03355cd20274"),-79.3804303174,CA,5814,STARBUCKS #4208,CreditCardTransaction,Starbucks,4.41,ON,POS,Toronto,2019-09-21T10:02:00Z,M4Y 2C6,8132ab56-5c55-487b-9c4d-21a5fc1db3cd,6ed29f17-d599-41e4-a9fd-e3ba45f00ec7,43.6650155495,8132ab56-062678ba-ea43-4271-8cfe-8ef46f17e5be,485 Church St,db09c584-93d9-4b2e-9b6c-23dd419738da,"["Food and Dining"]"
ObjectId("5db4fa91bf2b03355cd2063d"),-79.3548784377,CA,5814,TIM HORTONS #895 _F,CreditCardTransaction,Tim Hortons,4.40,ON,POS,Toronto,2019-05-11T16:51:00Z,M4M 1X7,9e9095aa-d187-4fc7-aa5d-0b0f014b4d29,731d68ac-ab3b-42cd-97ea-30508a8c5a2c,43.6647125302,9e9095aa-01aa3556-d30d-47bc-9a99-730a8df49c22,547 Gerrard St E,5f4916a0-bd12-4a43-b16a-8c653c76b375,"["Food and Dining"]"
ObjectId("5db4fa91bf2b03355cd20640"),-79.3500590149,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,9.27,ON,POS,Toronto,2019-07-27T14:58:00Z,,9e9095aa-d187-4fc7-aa5d-0b0f014b4d29,99e4dbc8-4325-4923-9de4-459efa5c707b,43.6658114612,9e9095aa-035d4700-cf33-4e56-92d8-d8cd67c014a9,653 Gerrard St E,5f4916a0-bd12-4a43-b16a-8c653c76b375,"["Shopping"]"
ObjectId("5db4fa91bf2b03355cd2064a"),-79.3497833089,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,8.86,ON,POS,Toronto,2019-07-13T11:58:00Z,,9e9095aa-d187-4fc7-aa5d-0b0f014b4d29,976d4579-0682-40f4-ab82-2bb3ea292db4,43.6595071687,9e9095aa-0971f629-c8f3-48a4-8bcc-ab02a3e3d40e,111 Broadview Ave,5f4916a0-bd12-4a43-b16a-8c653c76b375,"["Shopping"]"
ObjectId("5db4fa91bf2b03355cd207f5"),-79.2396054656,CA,5814,MCDONALD'S #1663 QPS,CreditCardTransaction,McDonald's,4.39,ON,POS,Scarborough,2019-10-05T08:42:00Z,M1J 2C8,2f246920-6541-48fd-8bd1-e89c7568c1d0,ad445538-1460-4877-b58f-4d04028df731,43.739087699,2f246920-081c6ee2-4761-43c7-b3fa-6fccd017935c,2870 Eglinton Ave E,c29d27aa-3491-4aca-9d2b-e5e75c2f730c,"["Food and Dining"]"
ObjectId("5db4fa96bf2b03355cd2118b"),-79.2485962273,CA,5814,TIM HORTONS #629 _F,CreditCardTransaction,Tim Hortons,4.60,ON,POS,Scarborough,2019-10-17T13:26:00Z,M1P 2V6,06b51d4f-06e6-4ac5-9718-64fda0cce561,0631dc87-5dd4-4e36-b633-9d125c4398d9,43.7565551394,06b51d4f-038b57b1-278a-44ad-a247-42de84349ebe,3030 Lawrence Ave E,eeb71a69-d8d2-4625-b81e-e63c6a6ca034,"["Food and Dining"]"
ObjectId("5db4fa96bf2b03355cd212c0"),-79.4042108609,CA,5814,TIM HORTONS #859 _F,CreditCardTransaction,Tim Hortons,4.47,ON,POS,Toronto,2019-08-17T08:09:00Z,M5V 2T3,37e313d7-af5e-43bd-a952-681adaf0f924,851b0bcb-38e6-42fc-9e73-02524bbb3c3a,43.6439166863,37e313d7-0780f31b-ee08-4260-b65d-fb44328d02fb,720 King St W,8569a83c-bf53-446a-8313-d7eb0eb6c184,"["Food and Dining"]"
ObjectId("5db4fa97bf2b03355cd2154d"),,,5714,CDN TIRE STORE #88899,DepositAccountTransaction,Canadian Tire,145.27,,,,2019-06-01T00:00:00.002Z,,3cb3865e-80f2-446b-b90a-b9299e582f87,3cbdc0a8-5226-4b30-99cd-6b95796d7a2d,,3cb3865e-befbf646-80ba-40eb-955e-85d2a02816c6,,8467c005-dd70-4f77-ba5a-a82e72e9e2b7,"["Home"]"
ObjectId("5db4fa98bf2b03355cd215c0"),-79.3131075115,CA,7997,GOODLIFE FITNESS,CreditCardTransaction,Goodlife Fitness,32.17,ON,POS,North York,2019-09-14T12:14:00Z,M4A 2V6,be35b82d-bce3-4bb2-bff1-95c472c6b178,cdc84004-2db3-484e-869e-322b66ef7c95,43.7418131008,be35b82d-2d5fb64a-42ba-41a3-8c4c-105a581c4bec,1448 Lawrence Ave E,621e62c8-ad4f-4e05-8d62-6bf722650fd3,"["Health and Fitness"]"
ObjectId("5db4fa9abf2b03355cd2191c"),,,5814,STARBUCKS #4803,DepositAccountTransaction,Starbucks,4.02,,,,2019-07-17T14:31:00Z,,29e4e0ee-bc73-46b6-94ed-43d1f5e08467,a955fdee-63e5-4448-b9c0-893b7ea0357b,,29e4e0ee-0b7542a8-e89e-40e9-a1d8-81ec865330fa,,32a24a5a-637b-4dd9-b64b-f2583bd19fae,"["Food and Dining"]"
ObjectId("5db4fa9ebf2b03355cd22060"),-79.379373775,CA,5814,TIM HORTONS #894 _F,CreditCardTransaction,Tim Hortons,4.20,ON,POS,Toronto,2019-07-12T16:38:00Z,M5J 2V1,cc24b381-d66e-40d2-908f-7b61f85e532a,f8c2799c-3fb7-4d3d-9110-c7bf4ee80fc5,43.6472230123,cc24b381-086db6c0-2e2b-43aa-9cd8-3162b62a0328,181 Bay St,d0d3c71b-e984-401f-bbd5-b863219db217,"["Food and Dining"]"
ObjectId("5db4fa9fbf2b03355cd2226f"),-79.293407903,CA,5814,STARBUCKS #4874,CreditCardTransaction,Starbucks,4.17,ON,POS,Scarborough,2019-10-19T11:23:00Z,M1V 4V3,7fa48403-c612-4fd6-967c-2aa1d6e82255,ba1bb0ba-1f91-446e-bc3b-96e3bb1ae88f,43.816287924,7fa48403-008b9d64-b6fb-434a-9711-32a88bf54e2a,3740 Midland Ave,1d825f7f-7cee-48b9-a68f-959eb5664cc4,"["Food and Dining"]"
ObjectId("5db4fa9fbf2b03355cd22270"),-79.288365292,CA,5814,TIM HORTONS #808 _F,CreditCardTransaction,Tim Hortons,4.61,ON,POS,Scarborough,2019-06-27T12:48:00Z,M1V 5P6,7fa48403-c612-4fd6-967c-2aa1d6e82255,cf36617e-87ed-4dc2-8f98-f8e535283014,43.803867255,7fa48403-00aad3f9-45b4-4d98-be12-9b3a3225510b,4186 Finch Ave E,1d825f7f-7cee-48b9-a68f-959eb5664cc4,"["Food and Dining"]"
ObjectId("5db4fa9fbf2b03355cd2227a"),-79.2968946452,CA,5541,PETROCAN #56888,CreditCardTransaction,Petro-Canada,34.06,ON,POS,Scarborough,2019-09-30T19:30:00Z,M1T 3J2,7fa48403-c612-4fd6-967c-2aa1d6e82255,ff5341f6-c96e-4131-9897-8cf8035f80d4,43.800807734,7fa48403-06b87e31-81af-4f88-ab0a-5b50a2f4d5de,2800 Kennedy Rd,1d825f7f-7cee-48b9-a68f-959eb5664cc4,"["Auto and Transport"]"
ObjectId("5db4fa9fbf2b03355cd22282"),-79.2973747159,CA,5814,TIM HORTONS #856 _F,CreditCardTransaction,Tim Hortons,4.28,ON,POS,Scarborough,2019-05-09T13:06:00Z,M1V 4S7,7fa48403-c612-4fd6-967c-2aa1d6e82255,ff127f2a-a0ee-4250-a082-bf55212379fa,43.8253547292,7fa48403-08c2e117-5e14-402a-9b79-45ec57cb2821,4228 Midland Ave,1d825f7f-7cee-48b9-a68f-959eb5664cc4,"["Food and Dining"]"
ObjectId("5db4fa9fbf2b03355cd223ad"),-79.3064520041,CA,5541,PETROCAN #79884,CreditCardTransaction,Petro-Canada,35.14,ON,POS,Scarborough,2019-06-05T14:44:00Z,M1V 3T4,7fa48403-c612-4fd6-967c-2aa1d6e82255,07c1f219-5f5c-4f5f-ba94-82132a469ac1,43.8234020322,7fa48403-d64cb69f-5ea4-422d-b41f-4266d0325172,4575 Steeles Ave E,1d825f7f-7cee-48b9-a68f-959eb5664cc4,"["Auto and Transport"]"
ObjectId("5db4faa2bf2b03355cd22a02"),-79.48960763,CA,5814,TIM HORTONS #798 _F,CreditCardTransaction,Tim Hortons,4.54,ON,POS,Etobicoke,2019-08-21T18:58:00Z,M8Y 3H8,78ea4ded-fb69-4ef8-9312-4691a2e34113,68b3d43d-f198-4164-b27f-b504506a740e,43.628095107,78ea4ded-0747aa55-4c42-4e60-b43f-acce9e231bfd,152 Park Lawn Rd,3b72d18a-02bc-4b1f-9882-27bd47cd614a,"["Food and Dining"]"
ObjectId("5db4faa2bf2b03355cd22a04"),-79.4873891066,CA,5814,TIM HORTONS #788 _F,CreditCardTransaction,Tim Hortons,4.52,ON,POS,Etobicoke,2019-06-12T17:25:00Z,M8Y 1J4,78ea4ded-fb69-4ef8-9312-4691a2e34113,8fd67c46-ad9e-4a09-bd7f-5d0f6f01d5bc,43.6299897365,78ea4ded-0914b0a3-cb78-48cc-b5b0-def14b76c8d1,250 The Queensway,3b72d18a-02bc-4b1f-9882-27bd47cd614a,"["Food and Dining"]"
ObjectId("5db4faa2bf2b03355cd22a0b"),-79.489297549,CA,5814,STARBUCKS #23090,CreditCardTransaction,Starbucks,4.54,ON,POS,Etobicoke,2019-05-25T17:14:00Z,M8Y 3H8,78ea4ded-fb69-4ef8-9312-4691a2e34113,98903a91-227b-4326-acf3-3d18318e72bc,43.627877756,78ea4ded-126089c4-70e5-4496-b231-f90839a01822,150 Park Lawn Rd,3b72d18a-02bc-4b1f-9882-27bd47cd614a,"["Food and Dining"]"
ObjectId("5db4faa8bf2b03355cd2340f"),-79.2815116283,CA,5814,WENDY'S #8489,CreditCardTransaction,Wendy's,4.64,ON,POS,Scarborough,2019-09-14T08:11:00Z,M1P 2L7,4f0e831f-fcc4-4ebc-8178-aa04b67b7263,98eb5cbe-d7e3-444f-8f64-9655899f3066,43.7649488664,4f0e831f-0064407f-129c-46ea-90dc-3046933513a1,1460 Kennedy Rd,623ed838-eb49-4aaa-a8c6-706c0c7c46fd,"["Food and Dining"]"
ObjectId("5db4faa8bf2b03355cd23410"),-79.2911417828,CA,5814,TIM HORTONS #609 _F,CreditCardTransaction,Tim Hortons,4.50,ON,POS,Scarborough,2019-07-06T12:43:00Z,M1P 2J3,4f0e831f-fcc4-4ebc-8178-aa04b67b7263,c0e8cf43-cbf0-4b39-9825-f70aa6cb77cf,43.763978015,4f0e831f-00dc0d7c-2d30-439e-8b2e-318eb98fb2dc,1621 Birchmount Rd,623ed838-eb49-4aaa-a8c6-706c0c7c46fd,"["Food and Dining"]"
ObjectId("5db4faabbf2b03355cd23833"),-79.4295491813,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,9.31,ON,POS,Toronto,2019-07-24T13:57:00Z,,f843a53f-d016-4c21-aed4-ace83298fbb4,409cf689-75f0-4d7b-b6cb-cb60fb8400b2,43.6807145819,f843a53f-01734c15-fb93-4269-be6c-4deb3b238e98,789 St Clair Ave W,1d9733f5-ca3d-4a86-9a46-82f39c02307c,"["Shopping"]"
ObjectId("5db4faabbf2b03355cd23836"),-79.424478747,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,9.55,ON,POS,Toronto,2019-07-18T10:48:00Z,,f843a53f-d016-4c21-aed4-ace83298fbb4,5bfcced1-bd54-4e7b-b784-b76ce6dcd98c,43.6822798573,f843a53f-043e7c6f-02d8-4bc6-8e5f-eb83953097bc,646 St Clair Ave W,1d9733f5-ca3d-4a86-9a46-82f39c02307c,"["Shopping"]"
ObjectId("5db4faafbf2b03355cd24083"),-79.4702846947,CA,5814,TIM HORTONS #948 _F,CreditCardTransaction,Tim Hortons,4.50,ON,POS,North York,2019-09-28T07:21:00Z,M3K 1Y5,7c4a7ed3-f013-4c20-b0f0-86b99e2221b8,7c401141-93ff-4045-9a9c-1b258868acdd,43.7344786223,7c4a7ed3-18ab02e0-81a3-4d3e-8bc6-481793467093,123 Garratt Blvd,4d0d001b-385d-4a99-be62-09080458437b,"["Food and Dining"]"
ObjectId("5db4fab0bf2b03355cd24249"),-79.606839866,CA,5814,TIM HORTONS #939 _F,CreditCardTransaction,Tim Hortons,4.52,ON,POS,Etobicoke,2019-06-28T14:51:00Z,M9W 5L7,a13b7e06-7a54-4558-b884-d0418719d5ce,4bd71855-9e9f-4aa0-ad4c-434f8fccd710,43.729166545,a13b7e06-2ced44db-ce88-41a0-9d90-f17f060214d4,205 Humber College Blvd,7d2f5e99-feb8-47f4-8641-7b745c3e480a,"["Food and Dining"]"
ObjectId("5db4fab1bf2b03355cd24342"),-79.506019151,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,7.82,ON,POS,Etobicoke,2019-07-02T13:01:00Z,,d690dd0a-d409-4c4d-a82f-5eda370d2779,03d8f146-7a08-4d91-9aee-99a2e7cdeecc,43.649196264,d690dd0a-01107c75-672d-481e-9182-44ff824a52fb,342 Prince Edward Dr N,adec0849-3580-4af3-b4c1-d67056b5336d,"["Shopping"]"
ObjectId("5db4fab1bf2b03355cd24344"),-79.4862189385,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,7.09,ON,POS,York,2019-04-05T08:18:00Z,,d690dd0a-d409-4c4d-a82f-5eda370d2779,ee33c1fb-242a-444d-9b90-4278226f9570,43.6491702937,d690dd0a-026e7d7e-2e36-4d8f-a9a1-7b9b56563194,17 Riverview Gdns,adec0849-3580-4af3-b4c1-d67056b5336d,"["Shopping"]"
ObjectId("5db4fab1bf2b03355cd24349"),-79.4866634634,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,7.16,ON,POS,Toronto,2019-10-11T12:15:00Z,,d690dd0a-d409-4c4d-a82f-5eda370d2779,50f8cdf3-8796-49f4-9a59-606b69dbdd56,43.6487243819,d690dd0a-04bf1200-ccfe-4194-afab-5f66fed0784e,16 Riverview Gdns,adec0849-3580-4af3-b4c1-d67056b5336d,"["Shopping"]"
ObjectId("5db4fab9bf2b03355cd25290"),-79.4001049953,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,20.46,ON,POS,Toronto,2019-10-06T12:51:00Z,,00b22002-6071-486c-8ddc-86f1678e8876,b670c65b-0c49-4cda-9269-ae02ed826ea2,43.6774395802,00b22002-50fd107b-13e3-4b4c-8c4f-7af765128fec,251 Macpherson Ave,e1e328ab-13ae-4aff-9613-8074258e9596,"["Shopping"]"
